name;year;sex;births;prop;rank;rank_change_yoy
Teo;2011;m;23;0.000643879;343;104
Teo;2012;m;23;0.0006314;338;5
Teo;2013;m;20;0.000545926;384;-46
Teo;2014;m;28;0.000738105;295;89
Teo;2015;m;32;0.00082994;275;20
Teo;2016;m;28;0.000722171;313;-38
Teo;2017;m;24;0.000617586;354;-41
Teo;2018;m;30;0.000768147;297;57
Teo;2019;m;31;0.00080845;278;19
Teo;2020;m;36;0.000938575;240;38
Teo;2021;m;48;0.001203158;190;50
Teo;2022;m;40;0.001039609;213;-23
Teodor;2000;m;1;2.97E-05;1173;
Teodor;2001;m;2;6.34E-05;985;188
Teodor;2002;m;1;3.16E-05;1236;-251
Teodor;2004;m;5;0.000158298;760;
Teodor;2005;m;3;9.39E-05;981;-221
Teodor;2006;m;2;6.24E-05;1183;-202
Teodor;2007;m;3;9.23E-05;1048;135
Teodor;2008;m;5;0.000147354;871;177
Teodor;2009;m;3;8.66E-05;1137;-266
Teodor;2010;m;3;8.48E-05;1172;-35
Teodor;2011;m;12;0.000335937;555;617
Teodor;2012;m;13;0.000356878;543;12
Teodor;2013;m;8;0.00021837;774;-231
Teodor;2014;m;12;0.000316331;598;176
Teodor;2015;m;8;0.000207485;809;-211
Teodor;2016;m;15;0.000386877;522;287
Teodor;2017;m;16;0.000411724;490;32
Teodor;2018;m;28;0.000716938;316;174
Teodor;2019;m;23;0.000599817;368;-52
Teodor;2020;m;17;0.000443216;458;-90
Teodor;2021;m;29;0.000726908;314;144
Teodor;2022;m;19;0.000493814;412;-98
Teoman;2001;m;4;0.000126779;781;
Teoman;2002;m;1;3.16E-05;1236;-455
Teoman;2003;m;3;9.68E-05;909;327
Teoman;2004;m;1;3.17E-05;1343;-434
Teoman;2005;m;2;6.26E-05;1127;216
Teoman;2006;m;1;3.12E-05;1415;-288
Teoman;2007;m;1;3.08E-05;1458;-43
Teoman;2008;m;1;2.95E-05;1502;-44
Teoman;2009;m;2;5.77E-05;1294;208
Teoman;2010;m;1;2.83E-05;1580;-286
Teoman;2012;m;3;8.24E-05;1235;
Teoman;2013;m;3;8.19E-05;1248;-13
Teoman;2017;m;1;2.57E-05;1878;
Teoman;2018;m;1;2.56E-05;1886;-8
Teoman;2020;m;2;5.21E-05;1637;
Teoman;2021;m;1;2.51E-05;1966;-329
Teoman;2022;m;2;5.20E-05;1923;43
Teseo;2003;m;1;3.23E-05;1270;
Teseo;2008;m;1;2.95E-05;1502;
Teseo;2013;m;1;2.73E-05;1711;
Teseo;2015;m;2;5.19E-05;1514;
Teseo;2016;m;1;2.58E-05;1812;-298
Teseo;2017;m;1;2.57E-05;1878;-66
Teseo;2018;m;2;5.12E-05;1586;292
Teseo;2020;m;1;2.61E-05;1924;
Teseo;2021;m;4;0.000100263;1295;629
Teseo;2022;m;2;5.20E-05;1923;-628
Thalis;2016;m;1;2.58E-05;1812;
Thalis;2022;m;2;5.20E-05;1923;
Tharun;2002;m;1;3.16E-05;1236;
Tharun;2004;m;1;3.17E-05;1343;
Tharun;2005;m;4;0.000125239;867;476
Tharun;2006;m;1;3.12E-05;1415;-548
Tharun;2007;m;1;3.08E-05;1458;-43
Tharun;2008;m;1;2.95E-05;1502;-44
Tharun;2009;m;1;2.89E-05;1519;-17
Tharun;2010;m;2;5.65E-05;1333;186
Tharun;2015;m;1;2.59E-05;1793;
Tharun;2016;m;3;7.74E-05;1342;451
Tharun;2017;m;1;2.57E-05;1878;-536
Tharun;2018;m;2;5.12E-05;1586;292
Tharun;2019;m;1;2.61E-05;1911;-325
Tharun;2020;m;1;2.61E-05;1924;-13
Tharun;2021;m;2;5.01E-05;1693;231
Tharun;2022;m;2;5.20E-05;1923;-230
Theo;2000;m;46;0.001367623;169;
Theo;2001;m;58;0.001838294;140;29
Theo;2002;m;14;0.000442324;425;-285
Theo;2003;m;24;0.000774743;274;151
Theo;2004;m;24;0.00075983;290;-16
Theo;2005;m;21;0.000657503;324;-34
Theo;2006;m;26;0.000811157;275;49
Theo;2007;m;25;0.000769302;278;-3
Theo;2008;m;18;0.000530473;374;-96
Theo;2009;m;40;0.001154301;207;167
Theo;2010;m;35;0.000989371;232;-25
Theo;2011;m;30;0.000839842;268;-36
Theo;2012;m;52;0.001427513;161;107
Theo;2013;m;52;0.001419408;167;-6
Theo;2014;m;57;0.00150257;153;14
Theo;2015;m;78;0.002022979;120;33
Theo;2016;m;78;0.002011761;119;1
Theo;2017;m;89;0.002290214;103;16
Theo;2018;m;105;0.002688516;79;24
Theo;2019;m;93;0.002425349;89;-10
Theo;2020;m;131;0.003415372;48;41
Theo;2021;m;137;0.003434014;54;-6
Theo;2022;m;126;0.003274769;49;5
Theodor;2000;m;1;2.97E-05;1173;
Theodor;2001;m;2;6.34E-05;985;188
Theodor;2002;m;2;6.32E-05;1043;-58
Theodor;2003;m;1;3.23E-05;1270;-227
Theodor;2004;m;1;3.17E-05;1343;-73
Theodor;2005;m;2;6.26E-05;1127;216
Theodor;2006;m;8;0.000249587;630;497
Theodor;2007;m;11;0.000338493;534;96
Theodor;2008;m;5;0.000147354;871;-337
Theodor;2009;m;8;0.00023086;708;163
Theodor;2010;m;10;0.000282678;650;58
Theodor;2011;m;14;0.000391926;493;157
Theodor;2012;m;20;0.000549043;385;108
Theodor;2013;m;12;0.000327556;581;-196
Theodor;2014;m;22;0.000579939;364;217
Theodor;2015;m;28;0.000726198;313;51
Theodor;2016;m;28;0.000722171;313;0
Theodor;2017;m;33;0.00084918;274;39
Theodor;2018;m;42;0.001075406;214;60
Theodor;2019;m;43;0.001121398;206;8
Theodor;2020;m;36;0.000938575;240;-34
Theodor;2021;m;44;0.001102895;205;35
Theodor;2022;m;35;0.000909658;248;-43
Theodore;2000;m;2;5.95E-05;999;
Theodore;2001;m;4;0.000126779;781;218
Theodore;2002;m;2;6.32E-05;1043;-262
Theodore;2003;m;3;9.68E-05;909;134
Theodore;2004;m;1;3.17E-05;1343;-434
Theodore;2006;m;1;3.12E-05;1415;
Theodore;2007;m;1;3.08E-05;1458;-43
Theodore;2008;m;3;8.84E-05;1099;359
Theodore;2009;m;2;5.77E-05;1294;-195
Theodore;2010;m;4;0.000113071;1038;256
Theodore;2011;m;6;0.000167968;880;158
Theodore;2012;m;2;5.49E-05;1432;-552
Theodore;2013;m;5;0.000136482;1008;424
Theodore;2014;m;7;0.000184526;850;158
Theodore;2015;m;9;0.000233421;754;96
Theodore;2016;m;6;0.000154751;949;-195
Theodore;2017;m;7;0.000180129;879;70
Theodore;2018;m;12;0.000307259;611;268
Theodore;2019;m;21;0.000547659;393;218
Theodore;2020;m;13;0.00033893;587;-194
Theodore;2021;m;19;0.00047625;448;139
Theodore;2022;m;20;0.000519805;394;54
Theodoros;2000;m;1;2.97E-05;1173;
Theodoros;2005;m;1;3.13E-05;1376;
Theodoros;2008;m;1;2.95E-05;1502;
Theodoros;2013;m;1;2.73E-05;1711;
Theodoros;2014;m;3;7.91E-05;1307;404
Theodoros;2015;m;1;2.59E-05;1793;-486
Theodoros;2017;m;2;5.15E-05;1618;
Theodoros;2018;m;1;2.56E-05;1886;-268
Theodoros;2019;m;1;2.61E-05;1911;-25
Theodoros;2021;m;3;7.52E-05;1466;
Theodoros;2022;m;3;7.80E-05;1529;-63
Theon;2011;m;1;2.80E-05;1616;
Theon;2018;m;2;5.12E-05;1586;
Theon;2020;m;1;2.61E-05;1924;
Theon;2022;m;3;7.80E-05;1529;
Thiago;2000;m;5;0.000148655;704;
Thiago;2001;m;3;9.51E-05;879;-175
Thiago;2002;m;7;0.000221162;624;255
Thiago;2003;m;3;9.68E-05;909;-285
Thiago;2004;m;2;6.33E-05;1101;-192
Thiago;2005;m;5;0.000156548;789;312
Thiago;2006;m;6;0.00018719;747;42
Thiago;2007;m;6;0.000184632;769;-22
Thiago;2008;m;8;0.000235766;671;98
Thiago;2009;m;11;0.000317433;582;89
Thiago;2010;m;9;0.00025441;690;-108
Thiago;2011;m;16;0.000447916;444;246
Thiago;2012;m;22;0.000603948;354;90
Thiago;2013;m;45;0.001228334;196;158
Thiago;2014;m;46;0.001212601;188;8
Thiago;2015;m;49;0.001270846;183;5
Thiago;2016;m;50;0.00128959;183;0
Thiago;2017;m;50;0.001286637;177;6
Thiago;2018;m;33;0.000844962;270;-93
Thiago;2019;m;39;0.001017082;231;39
Thiago;2020;m;37;0.000964647;231;0
Thiago;2021;m;49;0.001228224;186;45
Thiago;2022;m;41;0.001065599;203;-17
Thibaud;2000;m;23;0.000683812;291;
Thibaud;2001;m;23;0.000728978;279;12
Thibaud;2002;m;17;0.000537108;370;-91
Thibaud;2003;m;13;0.000419653;431;-61
Thibaud;2004;m;22;0.000696511;306;125
Thibaud;2005;m;21;0.000657503;324;-18
Thibaud;2006;m;13;0.000405578;477;-153
Thibaud;2007;m;23;0.000707758;302;175
Thibaud;2008;m;19;0.000559943;360;-58
Thibaud;2009;m;17;0.000490578;427;-67
Thibaud;2010;m;17;0.000480552;421;6
Thibaud;2011;m;14;0.000391926;493;-72
Thibaud;2012;m;11;0.000301974;611;-118
Thibaud;2013;m;10;0.000272963;666;-55
Thibaud;2014;m;9;0.000237248;725;-59
Thibaud;2015;m;13;0.000337163;577;148
Thibaud;2016;m;8;0.000206334;792;-215
Thibaud;2017;m;6;0.000154396;966;-174
Thibaud;2018;m;8;0.000204839;832;134
Thibaud;2019;m;12;0.000312948;612;220
Thibaud;2020;m;5;0.000130358;1102;-490
Thibaud;2021;m;7;0.000175461;964;138
Thibaud;2022;m;2;5.20E-05;1923;-959
Thibault;2000;m;36;0.001070314;204;
Thibault;2001;m;35;0.001109315;204;0
Thibault;2002;m;30;0.000947837;225;-21
Thibault;2003;m;30;0.000968429;240;-15
Thibault;2004;m;33;0.001044767;227;13
Thibault;2005;m;27;0.000845361;261;-34
Thibault;2006;m;25;0.000779958;287;-26
Thibault;2007;m;27;0.000830846;262;25
Thibault;2008;m;29;0.00085465;266;-4
Thibault;2009;m;27;0.000779153;283;-17
Thibault;2010;m;32;0.000904568;253;30
Thibault;2011;m;36;0.001007811;231;22
Thibault;2012;m;27;0.000741208;289;-58
Thibault;2013;m;34;0.000928074;263;26
Thibault;2014;m;32;0.000843548;270;-7
Thibault;2015;m;28;0.000726198;313;-43
Thibault;2016;m;22;0.00056742;382;-69
Thibault;2017;m;35;0.000900646;261;121
Thibault;2018;m;27;0.000691333;328;-67
Thibault;2019;m;17;0.000443343;449;-121
Thibault;2020;m;28;0.000730003;308;141
Thibault;2021;m;21;0.000526382;414;-106
Thibault;2022;m;16;0.000415844;472;-58
Thibaut;2000;m;9;0.000267578;538;
Thibaut;2001;m;9;0.000285252;524;14
Thibaut;2002;m;13;0.00041073;439;85
Thibaut;2003;m;18;0.000581058;338;101
Thibaut;2004;m;10;0.000316596;533;-195
Thibaut;2005;m;13;0.000407026;460;73
Thibaut;2006;m;9;0.000280785;592;-132
Thibaut;2007;m;14;0.000430809;447;145
Thibaut;2008;m;5;0.000147354;871;-424
Thibaut;2009;m;11;0.000317433;582;289
Thibaut;2010;m;11;0.000310945;600;-18
Thibaut;2011;m;13;0.000363932;522;78
Thibaut;2012;m;10;0.000274522;655;-133
Thibaut;2013;m;19;0.00051863;396;259
Thibaut;2014;m;13;0.000342691;569;-173
Thibaut;2015;m;14;0.000363099;540;29
Thibaut;2016;m;11;0.00028371;646;-106
Thibaut;2017;m;11;0.00028306;652;-6
Thibaut;2018;m;15;0.000384074;502;150
Thibaut;2019;m;13;0.000339027;582;-80
Thibaut;2020;m;5;0.000130358;1102;-520
Thibaut;2021;m;9;0.000225592;793;309
Thibaut;2022;m;6;0.000155941;1012;-219
Thibeau;2001;m;1;3.17E-05;1190;
Thibeau;2022;m;2;5.20E-05;1923;
Thierry;2000;m;69;0.002051435;121;
Thierry;2001;m;49;0.001553041;159;-38
Thierry;2002;m;49;0.001548134;164;-5
Thierry;2003;m;41;0.00132352;182;-18
Thierry;2004;m;45;0.001424682;178;4
Thierry;2005;m;49;0.001534175;169;9
Thierry;2006;m;58;0.001809503;148;21
Thierry;2007;m;58;0.00178478;150;-2
Thierry;2008;m;54;0.001591418;156;-6
Thierry;2009;m;62;0.001789167;136;20
Thierry;2010;m;56;0.001582994;151;-15
Thierry;2011;m;45;0.001259763;194;-43
Thierry;2012;m;49;0.001345156;173;21
Thierry;2013;m;43;0.001173741;209;-36
Thierry;2014;m;45;0.00118624;193;16
Thierry;2015;m;47;0.001218975;192;1
Thierry;2016;m;39;0.001005881;234;-42
Thierry;2017;m;34;0.000874913;268;-34
Thierry;2018;m;49;0.001254641;187;81
Thierry;2019;m;35;0.000912766;253;-66
Thierry;2020;m;40;0.001042862;210;43
Thierry;2021;m;32;0.000802106;284;-74
Thierry;2022;m;33;0.000857678;267;17
Thilo;2000;m;4;0.000118924;781;
Thilo;2001;m;4;0.000126779;781;0
Thilo;2002;m;3;9.48E-05;910;-129
Thilo;2003;m;2;6.46E-05;1052;-142
Thilo;2004;m;3;9.50E-05;943;109
Thilo;2005;m;4;0.000125239;867;76
Thilo;2006;m;1;3.12E-05;1415;-548
Thilo;2007;m;5;0.00015386;847;568
Thilo;2008;m;2;5.89E-05;1274;-427
Thilo;2009;m;1;2.89E-05;1519;-245
Thilo;2010;m;7;0.000197874;802;717
Thilo;2011;m;5;0.000139974;957;-155
Thilo;2012;m;5;0.000137261;994;-37
Thilo;2013;m;8;0.00021837;774;220
Thilo;2014;m;4;0.000105444;1142;-368
Thilo;2015;m;10;0.000259356;706;436
Thilo;2016;m;8;0.000206334;792;-86
Thilo;2017;m;14;0.000360258;535;257
Thilo;2018;m;6;0.000153629;987;-452
Thilo;2019;m;15;0.000391185;507;480
Thilo;2020;m;16;0.000417145;486;21
Thilo;2021;m;21;0.000526382;414;72
Thilo;2022;m;12;0.000311883;602;-188
Thomas;2000;m;257;0.00764085;22;
Thomas;2001;m;236;0.007479953;20;2
Thomas;2002;m;227;0.007171969;20;0
Thomas;2003;m;193;0.006230228;25;-5
Thomas;2004;m;186;0.005888685;24;1
Thomas;2005;m;155;0.004853001;41;-17
Thomas;2006;m;155;0.004835741;35;6
Thomas;2007;m;149;0.004585039;41;-6
Thomas;2008;m;161;0.004744784;39;2
Thomas;2009;m;121;0.003491761;60;-21
Thomas;2010;m;138;0.00390095;49;11
Thomas;2011;m;142;0.003975253;49;0
Thomas;2012;m;156;0.004282538;41;8
Thomas;2013;m;147;0.004012556;41;0
Thomas;2014;m;125;0.00329511;57;-16
Thomas;2015;m;128;0.00331976;54;3
Thomas;2016;m;133;0.003430311;50;4
Thomas;2017;m;129;0.003319523;55;-5
Thomas;2018;m;106;0.002714121;76;-21
Thomas;2019;m;96;0.002503586;85;-9
Thomas;2020;m;95;0.002476796;84;1
Thomas;2021;m;93;0.002331119;89;-5
Thomas;2022;m;91;0.002365111;84;5
Thore;2003;m;1;3.23E-05;1270;
Thore;2006;m;1;3.12E-05;1415;
Thore;2008;m;4;0.000117883;961;
Thore;2009;m;1;2.89E-05;1519;-558
Thore;2010;m;2;5.65E-05;1333;186
Thore;2012;m;1;2.75E-05;1668;
Thore;2013;m;2;5.46E-05;1446;222
Thore;2015;m;4;0.000103743;1168;
Thore;2016;m;2;5.16E-05;1546;-378
Thore;2017;m;3;7.72E-05;1387;159
Thore;2018;m;4;0.00010242;1228;159
Thore;2019;m;2;5.22E-05;1644;-416
Thore;2020;m;3;7.82E-05;1415;229
Thore;2021;m;5;0.000125329;1166;249
Thore;2022;m;3;7.80E-05;1529;-363
Thorin;2001;m;1;3.17E-05;1190;
Thorin;2003;m;1;3.23E-05;1270;
Thorin;2004;m;1;3.17E-05;1343;-73
Thorin;2014;m;1;2.64E-05;1740;
Thorin;2015;m;3;7.78E-05;1324;416
Thorin;2016;m;2;5.16E-05;1546;-222
Thorin;2017;m;2;5.15E-05;1618;-72
Thorin;2018;m;7;0.000179234;911;707
Thorin;2019;m;7;0.000182553;906;5
Thorin;2020;m;7;0.000182501;906;0
Thorin;2021;m;6;0.000150395;1062;-156
Thorin;2022;m;7;0.000181932;918;144
Thyam;2021;m;2;5.01E-05;1693;
Thyam;2022;m;2;5.20E-05;1923;-230
Thélio;2005;m;1;3.13E-05;1376;
Thélio;2011;m;1;2.80E-05;1616;
Thélio;2012;m;1;2.75E-05;1668;-52
Thélio;2015;m;1;2.59E-05;1793;
Thélio;2019;m;1;2.61E-05;1911;
Thélio;2020;m;2;5.21E-05;1637;274
Thélio;2021;m;1;2.51E-05;1966;-329
Thélio;2022;m;2;5.20E-05;1923;43
Théo;2000;m;59;0.001754125;142;
Théo;2001;m;69;0.002186935;119;23
Théo;2002;m;129;0.004075701;51;68
Théo;2003;m;91;0.002937569;78;-27
Théo;2004;m;88;0.002786044;83;-5
Théo;2005;m;115;0.003600614;60;23
Théo;2006;m;80;0.002495866;98;-38
Théo;2007;m;101;0.003107979;72;26
Théo;2008;m;93;0.002740776;80;-8
Théo;2009;m;92;0.002654893;85;-5
Théo;2010;m;76;0.002148349;108;-23
Théo;2011;m;95;0.0026595;85;23
Théo;2012;m;96;0.002635408;87;-2
Théo;2013;m;121;0.003302852;57;30
Théo;2014;m;99;0.002609727;84;-27
Théo;2015;m;89;0.002308271;99;-15
Théo;2016;m;78;0.002011761;119;-20
Théo;2017;m;83;0.002135817;111;8
Théo;2018;m;85;0.002176418;105;6
Théo;2019;m;82;0.00213848;112;-7
Théo;2020;m;74;0.001929294;122;-10
Théo;2021;m;82;0.002055395;109;13
Théo;2022;m;84;0.002183179;96;13
Théoden;2015;m;1;2.59E-05;1793;
Théoden;2016;m;1;2.58E-05;1812;-19
Théoden;2022;m;2;5.20E-05;1923;
Théodor;2011;m;1;2.80E-05;1616;
Théodor;2013;m;1;2.73E-05;1711;
Théodor;2017;m;1;2.57E-05;1878;
Théodor;2022;m;2;5.20E-05;1923;
Théodore;2000;m;6;0.000178386;648;
Théodore;2001;m;2;6.34E-05;985;-337
Théodore;2002;m;6;0.000189567;668;317
Théodore;2003;m;3;9.68E-05;909;-241
Théodore;2004;m;1;3.17E-05;1343;-434
Théodore;2005;m;4;0.000125239;867;476
Théodore;2006;m;3;9.36E-05;1024;-157
Théodore;2007;m;1;3.08E-05;1458;-434
Théodore;2008;m;3;8.84E-05;1099;359
Théodore;2009;m;8;0.00023086;708;391
Théodore;2010;m;6;0.000169607;877;-169
Théodore;2011;m;9;0.000251953;691;186
Théodore;2012;m;7;0.000192165;816;-125
Théodore;2013;m;5;0.000136482;1008;-192
Théodore;2014;m;13;0.000342691;569;439
Théodore;2015;m;16;0.00041497;492;77
Théodore;2016;m;10;0.000257918;695;-203
Théodore;2017;m;13;0.000334526;574;121
Théodore;2018;m;9;0.000230444;772;-198
Théodore;2019;m;12;0.000312948;612;160
Théodore;2020;m;14;0.000365002;551;61
Théodore;2021;m;16;0.000401053;501;50
Théodore;2022;m;17;0.000441834;448;53
Théophile;2000;m;2;5.95E-05;999;
Théophile;2001;m;1;3.17E-05;1190;-191
Théophile;2002;m;2;6.32E-05;1043;147
Théophile;2003;m;1;3.23E-05;1270;-227
Théophile;2004;m;1;3.17E-05;1343;-73
Théophile;2005;m;2;6.26E-05;1127;216
Théophile;2006;m;4;0.000124793;910;217
Théophile;2007;m;3;9.23E-05;1048;-138
Théophile;2008;m;2;5.89E-05;1274;-226
Théophile;2009;m;5;0.000144288;911;363
Théophile;2012;m;2;5.49E-05;1432;
Théophile;2013;m;2;5.46E-05;1446;-14
Théophile;2014;m;2;5.27E-05;1486;-40
Théophile;2015;m;2;5.19E-05;1514;-28
Théophile;2016;m;1;2.58E-05;1812;-298
Théophile;2017;m;2;5.15E-05;1618;194
Théophile;2018;m;4;0.00010242;1228;390
Théophile;2020;m;3;7.82E-05;1415;
Théophile;2021;m;1;2.51E-05;1966;-551
Théophile;2022;m;2;5.20E-05;1923;43
Tiago;2000;m;44;0.001308161;177;
Tiago;2001;m;45;0.001426262;167;10
Tiago;2002;m;59;0.00186408;142;25
Tiago;2003;m;58;0.001872296;134;8
Tiago;2004;m;72;0.002279491;106;28
Tiago;2005;m;89;0.002786562;84;22
Tiago;2006;m;98;0.003057436;72;12
Tiago;2007;m;70;0.002154045;120;-48
Tiago;2008;m;72;0.002121891;115;5
Tiago;2009;m;102;0.002943468;77;38
Tiago;2010;m;83;0.002346223;102;-25
Tiago;2011;m;89;0.002491532;88;14
Tiago;2012;m;84;0.002305982;104;-16
Tiago;2013;m;79;0.002156408;111;-7
Tiago;2014;m;85;0.002240675;110;1
Tiago;2015;m;80;0.00207485;117;-7
Tiago;2016;m;69;0.001779635;138;-21
Tiago;2017;m;73;0.00187849;131;7
Tiago;2018;m;59;0.00151069;157;-26
Tiago;2019;m;68;0.001773373;133;24
Tiago;2020;m;46;0.001199291;192;-59
Tiago;2021;m;52;0.001303421;173;19
Tiago;2022;m;50;0.001299511;160;13
Tiam;2004;m;1;3.17E-05;1343;
Tiam;2010;m;1;2.83E-05;1580;
Tiam;2016;m;1;2.58E-05;1812;
Tiam;2018;m;2;5.12E-05;1586;
Tiam;2019;m;1;2.61E-05;1911;-325
Tiam;2020;m;3;7.82E-05;1415;496
Tiam;2021;m;2;5.01E-05;1693;-278
Tiam;2022;m;4;0.000103961;1321;372
Tian;2002;m;2;6.32E-05;1043;
Tian;2003;m;1;3.23E-05;1270;-227
Tian;2004;m;2;6.33E-05;1101;169
Tian;2006;m;2;6.24E-05;1183;
Tian;2007;m;2;6.15E-05;1218;-35
Tian;2009;m;4;0.00011543;997;
Tian;2010;m;6;0.000169607;877;120
Tian;2011;m;2;5.60E-05;1378;-501
Tian;2013;m;12;0.000327556;581;
Tian;2014;m;6;0.000158165;932;-351
Tian;2015;m;9;0.000233421;754;178
Tian;2016;m;11;0.00028371;646;108
Tian;2017;m;27;0.000694784;326;320
Tian;2018;m;29;0.000742543;306;20
Tian;2019;m;45;0.001173556;199;107
Tian;2020;m;69;0.001798936;135;64
Tian;2021;m;86;0.002155659;102;33
Tian;2022;m;36;0.000935648;243;-141
Tiano;2006;m;1;3.12E-05;1415;
Tiano;2009;m;1;2.89E-05;1519;
Tiano;2011;m;1;2.80E-05;1616;
Tiano;2016;m;1;2.58E-05;1812;
Tiano;2018;m;1;2.56E-05;1886;
Tiano;2019;m;1;2.61E-05;1911;-25
Tiano;2020;m;1;2.61E-05;1924;-13
Tiano;2021;m;1;2.51E-05;1966;-42
Tiano;2022;m;3;7.80E-05;1529;437
Tiar;2012;m;1;2.75E-05;1668;
Tiar;2013;m;1;2.73E-05;1711;-43
Tiar;2014;m;3;7.91E-05;1307;404
Tiar;2016;m;3;7.74E-05;1342;
Tiar;2017;m;4;0.000102931;1206;136
Tiar;2018;m;3;7.68E-05;1389;-183
Tiar;2019;m;3;7.82E-05;1397;-8
Tiar;2020;m;9;0.000234644;777;620
Tiar;2021;m;12;0.00030079;624;153
Tiar;2022;m;6;0.000155941;1012;-388
Tiaro;2008;m;1;2.95E-05;1502;
Tiaro;2009;m;1;2.89E-05;1519;-17
Tiaro;2012;m;1;2.75E-05;1668;
Tiaro;2013;m;2;5.46E-05;1446;222
Tiaro;2016;m;1;2.58E-05;1812;
Tiaro;2020;m;1;2.61E-05;1924;
Tiaro;2021;m;1;2.51E-05;1966;-42
Tiaro;2022;m;3;7.80E-05;1529;437
Tiberius;2013;m;1;2.73E-05;1711;
Tiberius;2015;m;1;2.59E-05;1793;
Tiberius;2017;m;1;2.57E-05;1878;
Tiberius;2019;m;1;2.61E-05;1911;
Tiberius;2022;m;2;5.20E-05;1923;
Tibo;2001;m;2;6.34E-05;985;
Tibo;2002;m;1;3.16E-05;1236;-251
Tibo;2005;m;8;0.000250477;619;
Tibo;2006;m;2;6.24E-05;1183;-564
Tibo;2007;m;4;0.000123088;934;249
Tibo;2008;m;3;8.84E-05;1099;-165
Tibo;2009;m;5;0.000144288;911;188
Tibo;2010;m;5;0.000141339;939;-28
Tibo;2011;m;4;0.000111979;1064;-125
Tibo;2012;m;2;5.49E-05;1432;-368
Tibo;2013;m;3;8.19E-05;1248;184
Tibo;2014;m;2;5.27E-05;1486;-238
Tibo;2015;m;9;0.000233421;754;732
Tibo;2016;m;9;0.000232126;741;13
Tibo;2017;m;2;5.15E-05;1618;-877
Tibo;2018;m;3;7.68E-05;1389;229
Tibo;2019;m;3;7.82E-05;1397;-8
Tibo;2020;m;2;5.21E-05;1637;-240
Tibo;2021;m;3;7.52E-05;1466;171
Tibo;2022;m;4;0.000103961;1321;145
Tibor;2000;m;1;2.97E-05;1173;
Tibor;2001;m;1;3.17E-05;1190;-17
Tibor;2002;m;8;0.000252757;583;607
Tibor;2003;m;6;0.000193686;674;-91
Tibor;2004;m;2;6.33E-05;1101;-427
Tibor;2005;m;3;9.39E-05;981;120
Tibor;2006;m;3;9.36E-05;1024;-43
Tibor;2007;m;2;6.15E-05;1218;-194
Tibor;2008;m;2;5.89E-05;1274;-56
Tibor;2009;m;5;0.000144288;911;363
Tibor;2011;m;2;5.60E-05;1378;
Tibor;2012;m;2;5.49E-05;1432;-54
Tibor;2013;m;1;2.73E-05;1711;-279
Tibor;2014;m;1;2.64E-05;1740;-29
Tibor;2015;m;3;7.78E-05;1324;416
Tibor;2016;m;1;2.58E-05;1812;-488
Tibor;2017;m;2;5.15E-05;1618;194
Tibor;2018;m;1;2.56E-05;1886;-268
Tibor;2019;m;3;7.82E-05;1397;489
Tibor;2020;m;3;7.82E-05;1415;-18
Tibor;2021;m;1;2.51E-05;1966;-551
Tibor;2022;m;2;5.20E-05;1923;43
Til;2000;m;10;0.000297309;500;
Til;2001;m;10;0.000316947;487;13
Til;2002;m;7;0.000221162;624;-137
Til;2003;m;13;0.000419653;431;193
Til;2004;m;12;0.000379915;478;-47
Til;2005;m;24;0.000751432;285;193
Til;2006;m;13;0.000405578;477;-192
Til;2007;m;17;0.000523125;399;78
Til;2008;m;19;0.000559943;360;39
Til;2009;m;17;0.000490578;427;-67
Til;2010;m;18;0.00050882;399;28
Til;2011;m;16;0.000447916;444;-45
Til;2012;m;25;0.000686304;304;140
Til;2013;m;20;0.000545926;384;-80
Til;2014;m;14;0.000369052;538;-154
Til;2015;m;22;0.000570584;389;149
Til;2016;m;6;0.000154751;949;-560
Til;2017;m;15;0.000385991;515;434
Til;2018;m;8;0.000204839;832;-317
Til;2019;m;4;0.000104316;1221;-389
Til;2020;m;5;0.000130358;1102;119
Til;2021;m;5;0.000125329;1166;-64
Til;2022;m;3;7.80E-05;1529;-363
Tilan;2010;m;1;2.83E-05;1580;
Tilan;2011;m;1;2.80E-05;1616;-36
Tilan;2012;m;1;2.75E-05;1668;-52
Tilan;2017;m;1;2.57E-05;1878;
Tilan;2022;m;2;5.20E-05;1923;
Tilio;2004;m;1;3.17E-05;1343;
Tilio;2006;m;1;3.12E-05;1415;
Tilio;2008;m;2;5.89E-05;1274;
Tilio;2010;m;4;0.000113071;1038;
Tilio;2011;m;1;2.80E-05;1616;-578
Tilio;2012;m;1;2.75E-05;1668;-52
Tilio;2013;m;1;2.73E-05;1711;-43
Tilio;2014;m;1;2.64E-05;1740;-29
Tilio;2016;m;2;5.16E-05;1546;
Tilio;2017;m;2;5.15E-05;1618;-72
Tilio;2019;m;2;5.22E-05;1644;
Tilio;2020;m;3;7.82E-05;1415;229
Tilio;2021;m;3;7.52E-05;1466;-51
Tilio;2022;m;2;5.20E-05;1923;-457
Till;2000;m;41;0.001218968;183;
Till;2001;m;34;0.00107762;207;-24
Till;2002;m;29;0.000916243;233;-26
Till;2003;m;40;0.001291239;185;48
Till;2004;m;37;0.001171405;207;-22
Till;2005;m;50;0.001565484;164;43
Till;2006;m;33;0.001029545;227;-63
Till;2007;m;51;0.001569376;168;59
Till;2008;m;44;0.001296711;186;-18
Till;2009;m;39;0.001125444;214;-28
